filename,category
data_new/0/6_0.jpg,0
data_new/0/12_1.jpg,0
data_new/0/0_1.jpg,0
data_new/0/17_1.jpg,0
data_new/0/16_1.jpg,0
data_new/0/16_0.jpg,0
data_new/0/13_0.jpg,0
data_new/0/12_0.jpg,0
data_new/0/3_0.jpg,0
data_new/0/11_1.jpg,0
data_new/0/4_1.jpg,0
data_new/0/21_1.jpg,0
data_new/0/10_0.jpg,0
data_new/0/8_1.jpg,0
data_new/0/5_0.jpg,0
data_new/0/15_1.jpg,0
data_new/0/7_0.jpg,0
data_new/0/17_0.jpg,0
data_new/0/18_1.jpg,0
data_new/0/0_0.jpg,0
data_new/0/8_0.jpg,0
data_new/0/9_1.jpg,0
data_new/0/1_0.jpg,0
data_new/0/19_0.jpg,0
data_new/0/20_1.jpg,0
data_new/0/4_0.jpg,0
data_new/0/2_0.jpg,0
data_new/0/9_0.jpg,0
data_new/0/23_1.jpg,0
data_new/0/18_0.jpg,0
data_new/0/6_1.jpg,0
data_new/0/22_0.jpg,0
data_new/0/2_1.jpg,0
data_new/0/14_1.jpg,0
data_new/0/21_0.jpg,0
data_new/0/7_1.jpg,0
data_new/0/11_0.jpg,0
data_new/0/3_1.jpg,0
data_new/1/51_1.jpg,1
data_new/1/36_0.jpg,1
data_new/1/40_0.jpg,1
data_new/1/16_1.jpg,1
data_new/1/31_0.jpg,1
data_new/1/14_0.jpg,1
data_new/1/41_0.jpg,1
data_new/1/26_1.jpg,1
data_new/1/46_0.jpg,1
data_new/1/45_1.jpg,1
data_new/1/30_0.jpg,1
data_new/1/42_1.jpg,1
data_new/1/20_0.jpg,1
data_new/1/50_0.jpg,1
data_new/1/13_0.jpg,1
data_new/1/11_1.jpg,1
data_new/1/48_0.jpg,1
data_new/1/22_1.jpg,1
data_new/1/6_0.jpg,1
data_new/1/7_0.jpg,1
data_new/1/51_0.jpg,1
data_new/1/15_0.jpg,1
data_new/1/7_1.jpg,1
data_new/1/25_1.jpg,1
data_new/1/9_0.jpg,1
data_new/1/46_1.jpg,1
data_new/1/54_1.jpg,1
data_new/1/19_0.jpg,1
data_new/1/30_1.jpg,1
data_new/1/2_1.jpg,1
data_new/1/21_0.jpg,1
data_new/1/25_0.jpg,1
data_new/1/13_1.jpg,1
data_new/1/19_1.jpg,1
data_new/1/8_1.jpg,1
data_new/1/23_1.jpg,1
data_new/1/47_0.jpg,1
data_new/1/36_1.jpg,1
data_new/1/49_1.jpg,1
data_new/1/45_0.jpg,1
data_new/1/22_0.jpg,1
data_new/1/28_1.jpg,1
data_new/1/12_1.jpg,1
data_new/1/4_1.jpg,1
data_new/1/11_0.jpg,1
data_new/1/28_0.jpg,1
data_new/1/32_1.jpg,1
data_new/1/17_1.jpg,1
data_new/1/39_1.jpg,1
data_new/1/15_1.jpg,1
data_new/1/48_1.jpg,1
data_new/1/26_0.jpg,1
data_new/1/35_0.jpg,1
data_new/1/5_1.jpg,1
data_new/1/54_0.jpg,1
data_new/1/37_0.jpg,1
data_new/1/43_1.jpg,1
data_new/1/43_0.jpg,1
data_new/1/20_1.jpg,1
data_new/1/33_1.jpg,1
data_new/1/3_0.jpg,1
data_new/1/44_1.jpg,1
data_new/1/17_0.jpg,1
data_new/1/52_1.jpg,1
data_new/1/8_0.jpg,1
data_new/1/49_0.jpg,1
data_new/1/6_1.jpg,1
data_new/1/9_1.jpg,1
data_new/1/50_1.jpg,1
data_new/1/21_1.jpg,1
data_new/1/32_0.jpg,1
data_new/1/38_1.jpg,1
data_new/1/1_1.jpg,1
data_new/1/16_0.jpg,1
data_new/1/47_1.jpg,1
data_new/1/24_0.jpg,1
data_new/1/33_0.jpg,1
data_new/1/52_0.jpg,1
data_new/1/10_1.jpg,1
data_new/1/39_0.jpg,1
data_new/1/24_1.jpg,1
data_new/1/37_1.jpg,1
data_new/1/34_1.jpg,1
data_new/1/29_1.jpg,1
data_new/1/27_0.jpg,1
data_new/1/44_0.jpg,1
data_new/1/34_0.jpg,1
data_new/1/18_1.jpg,1
data_new/10/39_0.jpg,10
data_new/10/15_1.jpg,10
